Ligand_Cost_fixed,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,Yield
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.1,105,18.21
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,90,61.71
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,90,48.64
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.1,105,6.39
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.1,90,21.51
8.0,CC(C)(C)C(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.1,105,0.0
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.057,105,14.36
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.057,90,0.0
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.153,90,2.53
8.0,CC(C)(C)C(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.057,90,0.0
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.153,120,85.21
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,120,58.48
72.0,CC(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.153,105,53.25
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,90,36.32
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.057,90,79.33
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.1,105,0.33
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.1,105,68.35
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.153,90,6.77
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.1,90,0.0
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.057,90,4.3
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.057,90,0.0
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C)cc1,0.1,105,10.5
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CC(=O)N(C)C,0.1,105,7.26
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.1,90,0.0
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,90,12.07
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.057,105,31.13
102.0,CC(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.1,105,0.0
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.153,105,5.53
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,105,16.39
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.057,105,90.39
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.057,105,33.41
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,105,16.82
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.057,105,24.06
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.057,105,16.31
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,105,23.53
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C)cc1,0.057,105,0.44
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.1,105,2.85
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,90,2.72
8.0,CC(C)(C)C(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.057,105,22.92
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CCCCOC(C)=O,0.153,105,0.0
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.153,90,43.84
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.057,120,33.69
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,105,13.19
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.057,120,21.88
102.0,CC(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,90,0.0
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCC#N,0.057,120,58.13
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.057,90,7.3
102.0,CC(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,120,0.0
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,105,5.45
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.1,120,16.09
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,120,50.79
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.057,90,0.0
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.1,120,7.89
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.057,120,26.39
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.057,120,0.0
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.057,105,0.0
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,CCCC#N,0.057,105,0.0
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.1,90,26.29
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.153,120,29.96
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.1,105,3.08
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.153,90,0.18
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.153,120,8.61
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.1,120,62.73
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.1,120,70.26
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.1,120,21.25
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,CC(=O)N(C)C,0.153,90,0.0
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.1,90,57.18
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,105,10.05
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.153,120,49.57
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.1,105,28.15
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.057,105,63.61
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CC(=O)N(C)C,0.1,120,47.58
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.153,105,2.95
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.153,90,4.39
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,105,8.93
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.153,90,31.55
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,105,0.0
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.1,105,87.83
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.153,90,0.0
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.057,120,3.04
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.153,90,37.3
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.057,90,3.06
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,120,78.6
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.153,105,0.0
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.153,120,79.1
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.1,120,0.0
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.1,120,12.65
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.057,90,0.0
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.057,120,0.89
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.153,90,0.0
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,120,0.0
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.1,105,13.11
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.153,105,38.53
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.057,90,13.13
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.1,90,14.29
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,105,0.0
102.0,CC(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.1,120,0.0
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,120,61.86
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,120,3.14
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.153,120,99.98
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.1,105,0.0
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,90,9.66
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,105,6.88
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.153,90,25.64
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.1,105,24.0
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.1,120,17.43
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.057,90,62.75
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C)cc1,0.1,90,5.91
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.1,120,13.89
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.057,105,8.17
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.153,120,62.15
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,CC(=O)N(C)C,0.057,105,0.0
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.1,90,2.69
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.153,120,45.01
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,105,58.95
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.153,90,0.0
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.057,120,0.0
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.057,120,31.51
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.057,120,9.88
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,105,0.0
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.1,120,23.77
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.1,120,52.22
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,105,5.6
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.1,105,53.63
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.057,90,16.15
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.153,90,0.0
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.153,105,3.79
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,105,5.06
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.153,120,76.24
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.1,105,83.25
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.1,90,0.0
36.0,CC(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.057,90,8.14
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,90,3.6
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CCCCOC(C)=O,0.153,90,0.0
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.057,90,40.47
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,105,0.0
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.057,120,5.15
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.1,90,0.0
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.153,120,31.43
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.057,90,12.98
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.057,120,11.19
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,120,7.42
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.153,90,38.79
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.153,105,8.3
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CC(=O)N(C)C,0.057,90,6.38
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.153,105,15.44
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.153,120,68.31
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.057,105,14.24
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.153,90,9.79
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.1,90,37.4
102.0,CC(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,105,0.0
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CC(=O)N(C)C,0.057,90,0.0
552.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.153,90,9.32
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.1,120,51.37
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.057,120,4.02
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.1,120,9.03
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.1,90,10.34
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.153,120,91.19
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,120,26.52
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.153,105,98.49
72.0,CC(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.1,105,30.29
